id,sequencia,quantidade,vlrUnitLiq,codProdutoPdv,codTipoProdutoPdv,descricao,codUnidade,obsItem,extras,codPedido_id
125050,13,2,2.2,21,FIXED,Batata Lavada (Kg),unid,,,13772834
125051,14,1,2.75,322,FIXED,Cebola Média (Kg),unid,,,13772834
125052,15,1,4.07,543,FIXED,Nabo (Uni),unid,,,13772834
125053,16,1,2,2024,FIXED,Salsinha (250g),unid,,,13772834
125054,17,1,14.19,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13772834
125055,1,2,1.75,268,FIXED,Alho Poró (Uni),unid,,,13772925
125056,2,2,3.75,246,FIXED,Brócolis Ninja (Uni),unid,,,13772925
125057,3,2,4.69,2009,FIXED,Mix de Folhas de Alface (180g),unid,,,13772925
125058,4,1,5.39,2018,FIXED,Salada Verde Higienizada (180g),unid,,,13772925
125059,5,2,6.25,1010,FIXED,Couve Fatiada (250g),unid,,,13772925
125060,6,1,5.38,290,FIXED,Pepino Japonês (Kg),unid,,,13772925
125061,7,2,7.5,291,FIXED,Pimentão Amarelo (500g),unid,,,13772925
125062,8,2,6.77,260,FIXED,Tomate Salada Graúdo (Kg),unid,,,13772925
125063,9,2,4.89,270,FIXED,Banana Nanica (Kg),unid,,,13772925
125064,10,1,4.39,9079,FIXED,Banana Nanica Verde  (Kg),unid,,,13772925
125065,11,5,1.2,65,FIXED,Maçã Fuji (Uni),unid,,,13772925
125066,12,1,3.99,310,FIXED,Mamão Formosa (Uni),unid,,,13772925
125067,13,5,2.5,317,FIXED,Pêra Portuguesa (Uni),unid,,,13772925
125068,14,3,9.89,9084,FIXED,Uva Verde sem semente (500g),unid,,,13772925
125069,1,1,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13772856
125070,2,2,2.81,274,FIXED,Berinjela (Kg),unid,,,13772856
125071,3,1,2.46,292,FIXED,Pimentão Verde (500g),unid,,,13772856
125072,4,2,3.32,299,FIXED,Tomate Molho (Kg),unid,,,13772856
125073,5,2,2.2,21,FIXED,Batata Lavada (Kg),unid,,,13772856
125074,1,1,4,9080,FIXED,Sálvia (Maço 100g),unid,,,13772890
125075,2,1,3.2,9062,FIXED,Tomilho Fresco (150g),unid,,,13772890
125076,3,1,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13772890
125077,4,1,1.12,268,FIXED,Alho Poró (Uni),unid,,,13772890
125078,5,1,1.95,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13772890
125079,6,1,2.81,274,FIXED,Berinjela (Kg),unid,,,13772890
125080,7,1,5.02,9078,FIXED,Maça Fuji Pequena (Kg),unid,,,13772890
125081,8,1,3.5,288,FIXED,Morango (Bdj),unid,,,13772890
125082,9,1,7.19,9060,FIXED,Uva sem semente roxa (500g),unid,,,13772890
125083,10,7,1.99,302,FIXED,Batata Asterix (Kg),unid,,,13772890
125084,11,1,4,223,FIXED,Gengibre (500g),unid,,,13772890
125085,12,3,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13772890
125086,1,1,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13772956
125087,2,1,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13772956
125088,3,5,6.03,328,FIXED,Limão Siciliano (Kg),unid,,,13772956
125089,4,10,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13772956
125090,1,1,3.2,9052,FIXED,Alecrim Maço (250g),unid,,,13773021
125091,2,1,2.99,279,FIXED,Coentro Maço (250g),unid,,,13773021
125092,3,4,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13773021
125093,4,1,3.5,219,FIXED,Repolho Roxo (Uni),unid,,,13773021
125094,5,5,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13773021
125095,6,4,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13773021
125096,7,1,1.67,487,FIXED,Laranja Pera (Kg),unid,,,13773021
125097,8,1,6.03,328,FIXED,Limão Siciliano (Kg),unid,,,13773021
125098,9,60,3.24,351,FIXED,Batata Asterix Especial (Kg),unid,,,13773021
125099,10,30,0.96,273,FIXED,Batata Doce Rosada Média (Kg),unid,,,13773021
125100,11,20,3.2,276,FIXED,Cebola Graúda (Kg),unid,,,13773021
125101,12,5,4.4,9069,FIXED,Cebola Roxa Graúda (Kg)	,unid,,,13773021
125102,1,2,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13773181
125103,2,2,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13773181
125104,3,1,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13773181
125105,4,4,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13773181
125106,5,3,1.44,545,FIXED,Manga Palmer (Uni),unid,,,13773181
125107,6,20,3.5,288,FIXED,Morango (Bdj),unid,,,13773181
125108,1,12,1.12,268,FIXED,Alho Poró (Uni),unid,,,13773196
125109,2,1,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13773196
125110,3,1,24,267,FIXED,Alho Descascado (Kg),unid,,,13773196
125111,4,1,8,486,FIXED,Tomate Grape (Kg),unid,,,13773196
125112,5,25,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13773196
125113,6,18,1.67,487,FIXED,Laranja Pera (Kg),unid,,,13773196
125114,7,1,6.03,328,FIXED,Limão Siciliano (Kg),unid,,,13773196
125115,8,3,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13773196
125116,9,4,6.06,9084,FIXED,Uva Verde sem semente (500g),unid,,,13773196
125117,10,5,2.2,21,FIXED,Batata Lavada (Kg),unid,,,13773196
125118,11,20,3.2,276,FIXED,Cebola Graúda (Kg),unid,,,13773196
125119,12,10,2.13,316,FIXED,Cenoura Graúda (Kg),unid,,,13773196
125120,1,1,5.7,263,FIXED,Abóbora Japonesa (Uni),unid,,,13773269
125121,2,1,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13773269
125122,3,10,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13773269
125123,4,3,1.67,487,FIXED,Laranja Pera (Kg),unid,,,13773269
125124,5,6,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13773269
125125,6,2,0.96,9083,FIXED,Batata Doce Graúda (Kg),unid,,,13773269
125126,1,6,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13773511
125127,2,2,2.08,280,FIXED,Couve (Maço),unid,,,13773511
125128,3,5,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13773511
125129,4,2,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13773511
125130,1,15,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13774031
125131,1,1,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13774151
125132,2,2,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13774151
125133,3,10,0.87,65,FIXED,Maçã Fuji (Uni),unid,,,13774151
125134,4,2,3,310,FIXED,Mamão Formosa (Uni),unid,,,13774151
125135,5,1,4.8,303,FIXED,Melão Amarelo (Uni),unid,,,13774151
125136,6,2,7.19,9060,FIXED,Uva sem semente roxa (500g),unid,,,13774151
125137,1,10,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13774292
125138,2,2,8,486,FIXED,Tomate Grape (Kg),unid,,,13774292
125139,3,36,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13774292
125140,4,50,1.99,302,FIXED,Batata Asterix (Kg),unid,,,13774292
125141,1,6,2.5,2025,FIXED,Cebolinha (250g),unid,,,13774513
125142,2,4,5,233,FIXED,Salsão (Uni),unid,,,13774513
125143,3,3,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13774513
125144,4,3,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13774513
125145,5,2,24,267,FIXED,Alho Descascado (Kg),unid,,,13774513
125146,6,4,7.5,291,FIXED,Pimentão Amarelo (500g),unid,,,13774513
125147,7,4,7.5,293,FIXED,Pimentão Vermelho (500g),unid,,,13774513
125148,8,20,3.32,299,FIXED,Tomate Molho (Kg),unid,,,13774513
125149,9,7,2.98,308,FIXED,Abacate Comum (Uni),unid,,,13774513
125150,10,4,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13774513
125151,11,30,1.67,487,FIXED,Laranja Pera (Kg),unid,,,13774513
125152,12,40,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13774513
125153,13,3,5.02,287,FIXED,Maracujá (Kg),unid,,,13774513
125154,14,1,15,34,FIXED,Melancia (Uni),unid,,,13774513
125155,15,6,3.5,288,FIXED,Morango (Bdj),unid,,,13774513
125156,16,15,0.96,9083,FIXED,Batata Doce Graúda (Kg),unid,,,13774513
125157,17,10,2.1,322,FIXED,Cebola Média (Kg),unid,,,13774513
125158,18,25,4.4,9069,FIXED,Cebola Roxa Graúda (Kg)	,unid,,,13774513
125159,19,4,2.13,316,FIXED,Cenoura Graúda (Kg),unid,,,13774513
125160,20,3,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13774513
125161,1,3,3.2,9052,FIXED,Alecrim Maço (250g),unid,,,13774637
125162,2,2,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13774637
125163,3,2,9,2054,FIXED,Kiwi (500g),unid,,,13774637
125164,4,1,3,310,FIXED,Mamão Formosa (Uni),unid,,,13774637
125165,1,10,1.95,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13774868
125166,2,15,4.99,260,FIXED,Tomate Salada Graúdo (Kg),unid,,,13774868
125167,3,5,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13774868
125168,4,20,1.67,487,FIXED,Laranja Pera (Kg),unid,,,13774868
125169,5,15,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13774868
125170,6,5,1.6,285,FIXED,Mamão Papaya (Uni),unid,,,13774868
125171,7,1,15,34,FIXED,Melancia (Uni),unid,,,13774868
125172,8,10,2.2,21,FIXED,Batata Lavada (Kg),unid,,,13774868
125173,9,5,2.13,316,FIXED,Cenoura Graúda (Kg),unid,,,13774868
125174,10,5,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13774868
125175,1,2,2.4,296,FIXED,Rúcula (Maço),unid,,,13775036
125176,2,3,3.32,299,FIXED,Tomate Molho (Kg),unid,,,13775036
125177,3,3,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13775036
125178,4,1,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13775036
125179,5,3,0.96,9083,FIXED,Batata Doce Graúda (Kg),unid,,,13775036
125180,6,2,2.1,322,FIXED,Cebola Média (Kg),unid,,,13775036
125181,7,2,2.1,322,FIXED,Cebola Média (Kg),unid,,,13775036
125182,1,2,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13775043
125183,2,4,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13775043
125184,3,1,24,267,FIXED,Alho Descascado (Kg),unid,,,13775043
125185,4,2,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13775043
125186,5,2,4.4,9069,FIXED,Cebola Roxa Graúda (Kg)	,unid,,,13775043
125187,6,2,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13775043
125188,7,1,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13775043
125189,1,4,1.28,9076,FIXED,Escarola (UN),unid,,,13775068
125190,2,2,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13775068
125191,3,10,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13775068
125192,4,5,2.73,9079,FIXED,Banana Nanica Verde - (Kg),unid,,,13775068
125193,5,1,1.67,487,FIXED,Laranja Pera (Kg),unid,,,13775068
125194,6,2,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13775068
125195,7,10,5.02,9078,FIXED,Maça Fuji Pequena (Kg),unid,,,13775068
125196,8,15,2.13,316,FIXED,Cenoura Graúda (Kg),unid,,,13775068
125197,9,2,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13775068
125198,1,4,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13775255
125199,2,6,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13775255
125200,3,4,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13775255
125201,4,2,1.12,268,FIXED,Alho Poró (Uni),unid,,,13775255
125202,5,2,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13775255
125203,6,9,2.08,280,FIXED,Couve (Maço),unid,,,13775255
125204,7,2,4.8,247,FIXED,Couve Flor (Uni),unid,,,13775255
125205,8,2,2,220,FIXED,Repolho Verde (Uni),unid,,,13775255
125206,9,3,2.4,296,FIXED,Rúcula (Maço),unid,,,13775255
125207,10,2,5.7,263,FIXED,Abóbora Japonesa (Uni),unid,,,13775255
125208,11,1,8,486,FIXED,Tomate Grape (Kg),unid,,,13775255
125209,12,10,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13775255
125210,13,2,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13775255
125211,14,1,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13775255
125212,15,6,1.67,487,FIXED,Laranja Pera (Kg),unid,,,13775255
125213,16,3,1.6,285,FIXED,Mamão Papaya (Uni),unid,,,13775255
125214,17,2,1.44,545,FIXED,Manga Palmer (Uni),unid,,,13775255
125215,18,1,15,34,FIXED,Melancia (Uni),unid,,,13775255
125216,19,1,4.8,303,FIXED,Melão Amarelo (Uni),unid,,,13775255
125217,20,4,2.2,21,FIXED,Batata Lavada (Kg),unid,,,13775255
125218,21,4,2.1,322,FIXED,Cebola Média (Kg),unid,,,13775255
125219,22,3,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13775255
125220,1,1,3.2,9062,FIXED,Tomilho Fresco (150g),unid,,,13775529
125221,2,2,2.08,280,FIXED,Couve (Maço),unid,,,13775529
125222,3,1,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13775529
125223,4,1,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13775529
125224,5,3,1.67,487,FIXED,Laranja Pera (Kg),unid,,,13775529
125225,6,1,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13775529
125226,7,1,2.1,322,FIXED,Cebola Média (Kg),unid,,,13775529
125227,8,3,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13775529
125228,9,1,12.15,0001,FIXED,Mel Silvestre (Vidro 330g),unid,,,13775529
125229,1,1,3,487,FIXED,Laranja Pera (Kg),unid,,,13775553
125230,2,1,3.75,246,FIXED,Brócolis Ninja (Uni),unid,,,13775553
125231,3,1,2.29,280,FIXED,Couve (Maço),unid,,,13775553
125232,4,2,6.38,299,FIXED,Tomate Molho (Kg),unid,,,13775553
125233,5,2,4,308,FIXED,Abacate Comum (Uni),unid,,,13775553
125234,6,1,4.89,270,FIXED,Banana Nanica (Kg),unid,,,13775553
125235,7,2,2.5,285,FIXED,Mamão Papaya (Uni),unid,,,13775553
125236,8,2,2.28,232,FIXED,Manga Tommy (Uni),unid,,,13775553
125237,9,1,5.2,287,FIXED,Maracujá (Kg),unid,,,13775553
125238,10,2,4.59,288,FIXED,Morango (Bdj),unid,,,13775553
125239,11,2,2.75,322,FIXED,Cebola Média (Kg),unid,,,13775553
125240,12,1,2.89,316,FIXED,Cenoura Graúda (Kg),unid,,,13775553
125241,13,1,14.19,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13775553
125242,1,1,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13775633
125243,2,1,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13775633
125244,3,12,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13775633
125245,4,2,2.08,280,FIXED,Couve (Maço),unid,,,13775633
125246,5,1,2.4,296,FIXED,Rúcula (Maço),unid,,,13775633
125247,6,2,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13775633
125248,7,1,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13775633
125249,8,10,1.67,487,FIXED,Laranja Pera (Kg),unid,,,13775633
125250,9,1,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13775633
125251,1,1,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13775643
125252,2,1,2.08,280,FIXED,Couve (Maço),unid,,,13775643
125253,3,2,4.8,247,FIXED,Couve Flor (Uni),unid,,,13775643
125254,4,1,1.95,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13775643
125255,5,1,4.99,260,FIXED,Tomate Salada Graúdo (Kg),unid,,,13775643
125256,6,1,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13775643
125257,7,1,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13775643
125258,8,2,1.42,232,FIXED,Manga Tommy (Uni),unid,,,13775643
125259,9,1,0.96,9083,FIXED,Batata Doce Graúda (Kg),unid,,,13775643
125260,1,8,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13775722
125261,1,1,5,233,FIXED,Salsão (Uni),unid,,,13775797
125262,2,1,2.47,265,FIXED,Agrião (Maço),unid,,,13775797
125263,3,4,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13775797
125264,4,1,2.08,280,FIXED,Couve (Maço),unid,,,13775797
125265,5,1,2.4,296,FIXED,Rúcula (Maço),unid,,,13775797
125266,6,1,2.8,15,FIXED,Abobrinha Itália pequena(Kg),unid,,,13775797
125267,7,1,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13775797
125268,8,1,2.46,292,FIXED,Pimentão Verde (500g),unid,,,13775797
125269,9,1,7.5,293,FIXED,Pimentão Vermelho (500g),unid,,,13775797
125270,10,1,4.43,546,FIXED,Tomate Italiano (Kg),unid,,,13775797
125271,11,4,0.87,65,FIXED,Maçã Fuji (Uni),unid,,,13775797
125272,12,3,1.44,545,FIXED,Manga Palmer (Uni),unid,,,13775797
125273,13,1,2.13,316,FIXED,Cenoura Graúda (Kg),unid,,,13775797
125274,1,1,3.2,9055,FIXED,Hortelã  Maço (250g),unid,,,13775819
125275,2,3,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13775819
125276,3,3,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13775819
125277,4,2,1.12,268,FIXED,Alho Poró (Uni),unid,,,13775819
125278,5,4,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13775819
125279,6,5,2.08,280,FIXED,Couve (Maço),unid,,,13775819
125280,7,2,4.8,247,FIXED,Couve Flor (Uni),unid,,,13775819
125281,8,3,2.39,281,FIXED,Espinafre (Maço),unid,,,13775819
125282,9,1,3.5,219,FIXED,Repolho Roxo (Uni),unid,,,13775819
125283,10,1,2,220,FIXED,Repolho Verde (Uni),unid,,,13775819
125284,11,1,24,267,FIXED,Alho Descascado (Kg),unid,,,13775819
125285,12,2,1.95,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13775819
125286,13,3,2.81,274,FIXED,Berinjela (Kg),unid,,,13775819
125287,14,3,1.87,26,FIXED,Chuchu (Kg),unid,,,13775819
125288,15,4,3.32,299,FIXED,Tomate Molho (Kg),unid,,,13775819
125289,16,4,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13775819
125290,17,1,10,300,FIXED,Vagem (Kg),unid,,,13775819
125291,18,1,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13775819
125292,19,5,1.67,487,FIXED,Laranja Pera (Kg),unid,,,13775819
125293,20,1,6.03,328,FIXED,Limão Siciliano (Kg),unid,,,13775819
125294,21,1,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13775819
125295,22,2,3,310,FIXED,Mamão Formosa (Uni),unid,,,13775819
125296,23,1,15,34,FIXED,Melancia (Uni),unid,,,13775819
125297,24,1,4.8,303,FIXED,Melão Amarelo (Uni),unid,,,13775819
125298,25,5,1.96,272,FIXED,Batata Bolinha (Kg),unid,,,13775819
125299,26,5,2.2,21,FIXED,Batata Lavada (Kg),unid,,,13775819
125300,27,1,0.96,9083,FIXED,Batata Doce Graúda (Kg),unid,,,13775819
125301,28,2,2.4,22,FIXED,Beterraba (Kg),unid,,,13775819
125302,29,5,2.1,322,FIXED,Cebola Média (Kg),unid,,,13775819
125303,30,4,2.13,316,FIXED,Cenoura Graúda (Kg),unid,,,13775819
125304,31,2,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13775819
125305,32,4,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13775819
125306,1,2,2,16,FIXED,Acelga (Uni),unid,,,13775850
125307,2,5,2.08,280,FIXED,Couve (Maço),unid,,,13775850
125308,3,3,10.4,1002,FIXED,Alface Americana Higienizada (500g),unid,,,13775850
125309,4,3,7.1,1003,FIXED,Alface Crespa Higienizada (500g),unid,,,13775850
125310,5,3,2.81,274,FIXED,Berinjela (Kg),unid,,,13775850
125311,6,5,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13775850
125312,7,4,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13775850
125313,8,4,2.4,22,FIXED,Beterraba (Kg),unid,,,13775850
125314,9,3,3.2,276,FIXED,Cebola Graúda (Kg),unid,,,13775850
125315,10,4,2.13,316,FIXED,Cenoura Graúda (Kg),unid,,,13775850
125316,1,4,2.11,251,FIXED,Louro (75g),unid,,,13775880
125317,2,2,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13775880
125318,3,2,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13775880
125319,4,2,2.39,281,FIXED,Espinafre (Maço),unid,,,13775880
125320,5,2,2.4,296,FIXED,Rúcula (Maço),unid,,,13775880
125321,6,4,7.5,293,FIXED,Pimentão Vermelho (500g),unid,,,13775880
125322,7,4,3.32,299,FIXED,Tomate Molho (Kg),unid,,,13775880
125323,8,2,17.5,9053,FIXED,Alho com Casca (500g),unid,,,13775880
125324,9,4,3.2,276,FIXED,Cebola Graúda (Kg),unid,,,13775880
125325,10,2,2.13,316,FIXED,Cenoura Graúda (Kg),unid,,,13775880
125326,11,1,4,223,FIXED,Gengibre (500g),unid,,,13775880
125327,1,1,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13775911
125328,2,1,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13775911
125329,3,2,1.12,268,FIXED,Alho Poró (Uni),unid,,,13775911
125330,4,1,2.4,296,FIXED,Rúcula (Maço),unid,,,13775911
125331,5,1,7.5,293,FIXED,Pimentão Vermelho (500g),unid,*VERMELHO*,,13775911
125332,6,2,1.67,487,FIXED,Laranja Pera (Kg),unid,,,13775911
125333,7,1,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13775911
125334,8,1,17.5,9053,FIXED,Alho com Casca (500g),unid,,,13775911
125335,9,1,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13775911
125336,1,8,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13776039
125337,2,2,4.8,247,FIXED,Couve Flor (Uni),unid,,,13776039
125338,3,6,2,220,FIXED,Repolho Verde (Uni),unid,,,13776039
125339,4,6,2.4,296,FIXED,Rúcula (Maço),unid,,,13776039
125340,5,2,5.7,263,FIXED,Abóbora Japonesa (Uni),unid,,,13776039
125341,6,14,1.95,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13776039
125342,7,6,1.87,26,FIXED,Chuchu (Kg),unid,,,13776039
125343,8,1,2.46,292,FIXED,Pimentão Verde (500g),unid,,,13776039
125344,9,18,0.96,9083,FIXED,Batata Doce Graúda (Kg),unid,,,13776039
125345,10,1,4.4,9069,FIXED,Cebola Roxa Graúda (Kg)	,unid,,,13776039
125346,11,1,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13776039
125347,1,1,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13776073
125348,2,3,1.12,268,FIXED,Alho Poró (Uni),unid,,,13776073
125349,3,3,2.4,246,FIXED,Brócolis Ninja (Uni),unid,"Bem verdinhos, os últimos vieram um pouco amarelados",,13776073
125350,4,5,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13776073
125351,5,1,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13776073
125352,6,2,1.67,487,FIXED,Laranja Pera (Kg),unid,,,13776073
125353,7,3,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13776073
125354,8,1,5.02,287,FIXED,Maracujá (Kg),unid,,,13776073
125355,9,5,2.1,322,FIXED,Cebola Média (Kg),unid,,,13776073
125356,10,1,2.13,316,FIXED,Cenoura Graúda (Kg),unid,,,13776073
125357,11,1,2.7,295,FIXED,Rabanete (500g),unid,,,13776073
125358,1,1,5,233,FIXED,Salsão (Uni),unid,,,13776107
125359,2,3,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13776107
125360,3,3,1.12,268,FIXED,Alho Poró (Uni),unid,,,13776107
125361,4,10,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13776107
125362,5,2,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13776107
125363,6,10,1.67,487,FIXED,Laranja Pera (Kg),unid,,,13776107
125364,7,2,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13776107
125365,8,1,15,34,FIXED,Melancia (Uni),unid,,,13776107
125366,9,10,2.2,21,FIXED,Batata Lavada (Kg),unid,,,13776107
125367,10,2,2.4,22,FIXED,Beterraba (Kg),unid,,,13776107
125368,11,10,2.1,322,FIXED,Cebola Média (Kg),unid,,,13776107
125369,12,10,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13776107
125370,13,3,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13776107
125371,1,2,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13776122
125372,2,1,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13776122
125373,3,5,2.1,322,FIXED,Cebola Média (Kg),unid,,,13776122
125374,4,5,4.4,9069,FIXED,Cebola Roxa Graúda (Kg)	,unid,,,13776122
125375,1,6,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13776129
125376,2,5,1.12,268,FIXED,Alho Poró (Uni),unid,,,13776129
125377,3,2,1.12,268,FIXED,Alho Poró (Uni),unid,,,13776129
125378,4,20,4.8,247,FIXED,Couve Flor (Uni),unid,,,13776129
125379,5,5,5.7,263,FIXED,Abóbora Japonesa (Uni),unid,,,13776129
125380,6,6,1.95,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13776129
125381,7,8,2.81,274,FIXED,Berinjela (Kg),unid,,,13776129
125382,8,3,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13776129
125383,9,5,8,486,FIXED,Tomate Grape (Kg),unid,,,13776129
125384,10,5,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13776129
125385,11,5,1.67,487,FIXED,Laranja Pera (Kg),unid,,,13776129
125386,12,6,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13776129
125387,13,8,1.42,232,FIXED,Manga Tommy (Uni),unid,,,13776129
125388,14,8,0.96,9083,FIXED,Batata Doce Graúda (Kg),unid,,,13776129
125389,15,6,5.17,236,FIXED,Cebola Roxa Média (Kg),unid,,,13776129
125390,16,4,2.13,316,FIXED,Cenoura Graúda (Kg),unid,,,13776129
125391,1,1,2,220,FIXED,Repolho Verde (Uni),unid,2,,13776206
125392,2,1,2,220,FIXED,Repolho Verde (Uni),unid,,,13776206
125393,3,3,2.81,274,FIXED,Berinjela (Kg),unid,,,13776206
125394,4,1,7.5,291,FIXED,Pimentão Amarelo (500g),unid,,,13776206
125395,5,2,2.46,292,FIXED,Pimentão Verde (500g),unid,,,13776206
125396,6,1,2.46,292,FIXED,Pimentão Verde (500g),unid,,,13776206
125397,7,1,7.5,293,FIXED,Pimentão Vermelho (500g),unid,,,13776206
125398,8,10,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13776206
125399,9,1,10,300,FIXED,Vagem (Kg),unid,,,13776206
