id,sequencia,quantidade,vlrUnitLiq,codProdutoPdv,codTipoProdutoPdv,descricao,codUnidade,obsItem,extras,codPedido_id
127445,2,14,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13842263
127446,3,1,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13842263
127447,4,3,2.4,272,FIXED,Batata Bolinha (Kg),unid,,,13842263
127448,5,3,2.99,274,FIXED,Berinjela (Kg),unid,,,13842263
127449,6,5,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13842263
127450,7,20,2.1,322,FIXED,Cebola Média (Kg),unid,,,13842263
127451,8,1,2.5,2025,FIXED,Cebolinha (250g),unid,,,13842263
127452,9,5,4.19,247,FIXED,Couve Flor (Uni),unid,,,13842263
127453,10,1,2.15,9038,FIXED,Pepino Comum (Kg),unid,,,13842263
127454,11,2,2.69,292,FIXED,Pimentão Verde (500g),unid,,,13842263
127455,12,2,2,220,FIXED,Repolho Verde (Uni),unid,,,13842263
127456,13,3,2.79,299,FIXED,Tomate Molho (Kg),unid,,,13842263
127457,14,2,3.25,236,FIXED,Cebola Roxa Média (Kg),unid,,,13842263
127462,1,18,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13843049
127463,2,30,4.19,247,FIXED,Couve Flor (Uni),unid,,,13843049
127464,3,6,6.15,263,FIXED,Abóbora Japonesa (Uni),unid,,,13843049
127465,4,8,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13843049
127466,5,4,2.99,274,FIXED,Berinjela (Kg),unid,,,13843049
127467,6,6,8,486,FIXED,Tomate Grape (Kg),unid,,,13843049
127468,7,8,2.5,487,FIXED,Laranja Pera (Kg),unid,,,13843049
127469,8,11,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13843049
127470,9,5,1.6,285,FIXED,Mamão Papaya (Uni),unid,,,13843049
127471,10,9,1.18,545,FIXED,Manga Palmer (Uni),unid,,,13843049
127472,11,3,6,287,FIXED,Maracujá (Kg),unid,,,13843049
127473,12,3,17.5,9053,FIXED,Alho com Casca (500g),unid,,,13843049
127474,13,7,0.96,9083,FIXED,Batata Doce Graúda (Kg),unid,,,13843049
127475,14,6,2.1,322,FIXED,Cebola Média (Kg),unid,,,13843049
127476,15,9,3.25,236,FIXED,Cebola Roxa Média (Kg),unid,,,13843049
127481,1,4,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13844156
127482,2,2,0.96,273,FIXED,Batata Doce Rosada Média (Kg),unid,,,13844156
127483,3,1,2.39,22,FIXED,Beterraba (Kg),unid,,,13844156
127484,4,2,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13844156
127485,5,2,9.77,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13844156
127486,1,1,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13844194
127487,2,2,2.7,265,FIXED,Agrião (Maço),unid,,,13844194
127488,3,4,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13844194
127489,4,2,2.4,296,FIXED,Rúcula (Maço),unid,,,13844194
127490,5,1,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13844194
127491,6,2,3.88,260,FIXED,Tomate Salada Graúdo (Kg),unid,,,13844194
127492,7,2,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13844194
127493,8,2,2.5,487,FIXED,Laranja Pera (Kg),unid,,,13844194
127494,9,1,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13844194
127495,10,1,17.5,9053,FIXED,Alho com Casca (500g),unid,,,13844194
127496,11,3,2.64,21,FIXED,Batata Lavada (Kg),unid,,,13844194
127497,12,1,2.1,322,FIXED,Cebola Média (Kg),unid,,,13844194
127498,13,2,1.56,316,FIXED,Cenoura Graúda (Kg),unid,,,13844194
127499,14,1,9.77,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13844194
127500,15,2,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13844194
127503,1,2,1.12,268,FIXED,Alho Poró (Uni),unid,,,13844877
127504,2,4,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13844877
127505,3,3,3.53,323,FIXED,Tomate Salada Médio (Kg),unid,,,13844877
127506,4,2,3.37,327,FIXED,Abacaxi Pérola (Uni),unid,,,13844877
127507,5,1,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13844877
127508,6,1,6.59,328,FIXED,Limão Siciliano (Kg),unid,,,13844877
127509,7,4,1.18,545,FIXED,Manga Palmer (Uni),unid,,,13844877
127510,8,3,3.65,288,FIXED,Morango (Bdj),unid,,,13844877
127511,9,5,2.64,21,FIXED,Batata Lavada (Kg),unid,,,13844877
127512,10,4,2.1,322,FIXED,Cebola Média (Kg),unid,,,13844877
127513,11,3,1.56,316,FIXED,Cenoura Graúda (Kg),unid,,,13844877
127514,12,3,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13844877
127515,13,2,9.77,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13844877
127518,1,1,2.99,215,FIXED,Manjericão (150g),unid,,,13845535
127519,2,1,5,233,FIXED,Salsão (Uni),unid,,,13845535
127520,3,1,2.7,265,FIXED,Agrião (Maço),unid,,,13845535
127521,4,1,1.12,268,FIXED,Alho Poró (Uni),unid,,,13845535
127522,5,3,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13845535
127523,6,1,2.4,296,FIXED,Rúcula (Maço),unid,,,13845535
127524,7,2,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13845535
127525,8,2,2.79,299,FIXED,Tomate Molho (Kg),unid,,,13845535
127526,9,1,3.88,260,FIXED,Tomate Salada Graúdo (Kg),unid,,,13845535
127527,10,1,3.37,327,FIXED,Abacaxi Pérola (Uni),unid,,,13845535
127528,11,1,9.45,2054,FIXED,Kiwi (500g),unid,,,13845535
127529,12,1,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13845535
127530,13,2,1.18,232,FIXED,Manga Tommy (Uni),unid,,,13845535
127531,14,1,3.65,288,FIXED,Morango (Bdj),unid,,,13845535
127532,15,1,0.96,9083,FIXED,Batata Doce Graúda (Kg),unid,,,13845535
127533,16,1,2.39,22,FIXED,Beterraba (Kg),unid,,,13845535
127534,17,2,1.56,316,FIXED,Cenoura Graúda (Kg),unid,,,13845535
127539,1,1,5,233,FIXED,Salsão (Uni),unid,,,13846396
127540,2,1,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13846396
127541,3,3,2.7,265,FIXED,Agrião (Maço),unid,,,13846396
127542,4,4,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13846396
127543,5,3,1.12,268,FIXED,Alho Poró (Uni),unid,,,13846396
127544,6,4,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13846396
127545,7,3,2.4,296,FIXED,Rúcula (Maço),unid,,,13846396
127546,8,2,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13846396
127547,9,2,1.87,26,FIXED,Chuchu (Kg),unid,,,13846396
127548,10,3,3.53,323,FIXED,Tomate Salada Médio (Kg),unid,,,13846396
127549,11,3,3.37,327,FIXED,Abacaxi Pérola (Uni),unid,,,13846396
127550,12,2,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13846396
127551,13,4,2.5,487,FIXED,Laranja Pera (Kg),unid,,,13846396
127552,14,4,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13846396
127553,15,4,0.87,65,FIXED,Maçã Fuji (Uni),unid,,,13846396
127554,16,5,1.18,232,FIXED,Manga Tommy (Uni),unid,,,13846396
127555,17,3,2.64,21,FIXED,Batata Lavada (Kg),unid,,,13846396
127556,18,7,2.99,276,FIXED,Cebola Graúda (Kg),unid,,,13846396
127557,19,3,1.56,316,FIXED,Cenoura Graúda (Kg),unid,,,13846396
127558,20,2,9.77,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13846396
127561,1,1,2.5,2025,FIXED,Cebolinha (250g),unid,,,13847000
127562,2,2,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13847000
127563,3,2,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13847000
127564,4,10,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13847000
127565,5,5,2.61,281,FIXED,Espinafre (Maço),unid,,,13847000
127566,6,1,2.4,296,FIXED,Rúcula (Maço),unid,,,13847000
127567,7,1,3.37,327,FIXED,Abacaxi Pérola (Uni),unid,,,13847000
127568,8,1,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13847000
127577,1,2,2.31,251,FIXED,Louro (75g),unid,,,13849677
127578,2,1,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13849677
127579,3,3,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13849677
127580,4,3,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13849677
127581,5,2,1.12,268,FIXED,Alho Poró (Uni),unid,,,13849677
127582,6,4,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13849677
127583,7,2,1.99,280,FIXED,Couve (Maço),unid,,,13849677
127584,8,2,6.15,263,FIXED,Abóbora Japonesa (Uni),unid,,,13849677
127585,9,1,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13849677
127586,10,1,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13849677
127587,11,2,2.99,274,FIXED,Berinjela (Kg),unid,,,13849677
127588,12,3,2.79,299,FIXED,Tomate Molho (Kg),unid,,,13849677
127589,13,3,3.53,323,FIXED,Tomate Salada Médio (Kg),unid,,,13849677
127590,14,2,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13849677
127591,15,5,2.64,21,FIXED,Batata Lavada (Kg),unid,,,13849677
127592,16,3,0.96,273,FIXED,Batata Doce Rosada Média (Kg),unid,,,13849677
127593,17,4,2.1,322,FIXED,Cebola Média (Kg),unid,,,13849677
127594,18,4,1.56,316,FIXED,Cenoura Graúda (Kg),unid,,,13849677
127595,19,3,9.77,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13849677
127596,20,1,16.74,9050,FIXED,Geleia de laranja champagne com açúcar demerara (220g),unid,,,13849677
127599,1,2,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13850205
127600,2,2,1.28,9076,FIXED,Escarola (UN),unid,,,13850205
127601,3,5,4.43,546,FIXED,Tomate Italiano (Kg),unid,,,13850205
127602,4,4,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13850205
127603,5,3,2.6,271,FIXED,Banana Prata (Kg),unid,,,13850205
127604,6,3,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13850205
127605,7,2,5.49,9078,FIXED,Maça Fuji Pequena (Kg),unid,,,13850205
127606,8,10,2.4,302,FIXED,Batata Asterix (Kg),unid,,,13850205
127607,9,4,2.1,322,FIXED,Cebola Média (Kg),unid,,,13850205
127608,10,1,4,223,FIXED,Gengibre (500g),unid,,,13850205
127609,11,1,2.03,16,FIXED,Acelga (Uni),unid,,,13850205
127610,12,1,2,220,FIXED,Repolho Verde (Uni),unid,,,13850205
127611,1,3,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13850417
127612,2,1,2.03,16,FIXED,Acelga (Uni),unid,,,13850417
127613,3,1,2.7,265,FIXED,Agrião (Maço),unid,,,13850417
127614,4,6,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13850417
127615,5,2,1.12,268,FIXED,Alho Poró (Uni),unid,,,13850417
127616,6,6,1.99,280,FIXED,Couve (Maço),unid,,,13850417
127617,7,1,2,220,FIXED,Repolho Verde (Uni),unid,,,13850417
127618,8,1,2.4,296,FIXED,Rúcula (Maço),unid,,,13850417
127619,9,1,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13850417
127620,10,1,1.87,26,FIXED,Chuchu (Kg),unid,,,13850417
127621,11,1,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13850417
127622,12,8,2.79,299,FIXED,Tomate Molho (Kg),unid,,,13850417
127623,13,5,3.53,323,FIXED,Tomate Salada Médio (Kg),unid,,,13850417
127624,14,2,2.6,271,FIXED,Banana Prata (Kg),unid,,,13850417
127625,15,6,2.5,487,FIXED,Laranja Pera (Kg),unid,,,13850417
127626,16,6,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13850417
127627,17,2,1.18,545,FIXED,Manga Palmer (Uni),unid,,,13850417
127628,18,1,6,287,FIXED,Maracujá (Kg),unid,,,13850417
127629,19,8,2.64,21,FIXED,Batata Lavada (Kg),unid,,,13850417
127630,20,3,0.96,273,FIXED,Batata Doce Rosada Média (Kg),unid,,,13850417
127631,21,1,2.39,22,FIXED,Beterraba (Kg),unid,,,13850417
127632,22,6,2.1,322,FIXED,Cebola Média (Kg),unid,,,13850417
127633,23,2,1.56,316,FIXED,Cenoura Graúda (Kg),unid,,,13850417
127634,24,1,2.96,295,FIXED,Rabanete (500g),unid,,,13850417
127635,25,2,9.77,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13850417
127638,1,2,4.19,247,FIXED,Couve Flor (Uni),unid,,,13850680
127639,2,7,2.99,274,FIXED,Berinjela (Kg),unid,,,13850680
127640,3,2,1.87,26,FIXED,Chuchu (Kg),unid,,,13850680
127641,4,3,4.43,546,FIXED,Tomate Italiano (Kg),unid,,,13850680
127642,1,1,4.68,2002,FIXED,Alface Americana Higienizada (180g),unid,,,13851569
127643,2,1,3,2007,FIXED,Espinafre Higienizado (180g),unid,,,13851569
127644,3,1,3.51,9033,FIXED,Kit yakisoba (310 g),unid,,,13851569
127645,4,1,5.39,2018,FIXED,Salada Verde Higienizada (180g),unid,,,13851569
127646,5,1,2.8,15,FIXED,Abobrinha Itália Pequena (Kg),unid,,,13851569
127647,6,1,3.5,26,FIXED,Chuchu (Kg),unid,,,13851569
127648,7,1,5.38,290,FIXED,Pepino Japonês (Kg),unid,,,13851569
127649,8,3,7.5,293,FIXED,Pimentão Vermelho (500g),unid,,,13851569
127650,9,1,6.77,323,FIXED,Tomate Salada Médio (Kg),unid,,,13851569
127651,10,1,4,308,FIXED,Abacate Comum (Uni),unid,,,13851569
127652,11,1,4.89,270,FIXED,Banana Nanica (Kg),unid,,,13851569
127653,12,1,4.79,288,FIXED,Morango (Bdj),unid,,,13851569
127654,13,1,2.79,316,FIXED,Cenoura Graúda (Kg),unid,,,13851569
127655,14,1,14.19,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13851569
127684,1,1,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13864590
127685,2,8,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13864590
127686,3,7,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13864590
127687,4,1,6.15,263,FIXED,Abóbora Japonesa (Uni),unid,,,13864590
127688,5,2,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13864590
127689,6,1,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13864590
127690,7,1,8,486,FIXED,Tomate Grape (Kg),unid,,,13864590
127691,8,5,2.79,299,FIXED,Tomate Molho (Kg),unid,,,13864590
127692,9,5,3.88,260,FIXED,Tomate Salada Graúdo (Kg),unid,,,13864590
127693,10,1,3.26,308,FIXED,Abacate Comum (Uni),unid,,,13864590
127694,11,2,3.37,327,FIXED,Abacaxi Pérola (Uni),unid,,,13864590
127695,12,15,2.5,487,FIXED,Laranja Pera (Kg),unid,,,13864590
127696,13,4,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13864590
127697,14,2,1.8,545,FIXED,Manga Palmer (Uni),unid,,,13864590
127698,15,2,1.18,232,FIXED,Manga Tommy (Uni),unid,,,13864590
127699,16,1,6,287,FIXED,Maracujá (Kg),unid,,,13864590
127700,17,1,3.65,288,FIXED,Morango (Bdj),unid,,,13864590
127701,18,1,2.4,272,FIXED,Batata Bolinha (Kg),unid,,,13864590
127702,19,3,2.64,21,FIXED,Batata Lavada (Kg),unid,,,13864590
127703,20,2,0.96,9083,FIXED,Batata Doce Graúda (Kg),unid,,,13864590
127704,21,2,1.56,316,FIXED,Cenoura Graúda (Kg),unid,,,13864590
127705,22,1,9.77,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13864590
127706,1,1,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13864625
127707,2,4,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13864625
127708,3,2,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13864625
127709,4,1,1.87,26,FIXED,Chuchu (Kg),unid,,,13864625
127710,5,2,2.79,299,FIXED,Tomate Molho (Kg),unid,,,13864625
127711,6,2,3.53,323,FIXED,Tomate Salada Médio (Kg),unid,,,13864625
127712,7,2,3.37,327,FIXED,Abacaxi Pérola (Uni),unid,,,13864625
127713,8,3,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13864625
127714,9,10,2.5,487,FIXED,Laranja Pera (Kg),unid,,,13864625
127715,10,2,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13864625
127716,11,1,4.8,303,FIXED,Melão Amarelo (Uni),unid,,,13864625
127717,12,10,2.64,21,FIXED,Batata Lavada (Kg),unid,,,13864625
127718,13,2,2.99,276,FIXED,Cebola Graúda (Kg),unid,,,13864625
127719,14,3,1.56,316,FIXED,Cenoura Graúda (Kg),unid,,,13864625
127720,1,60,2.73,270,FIXED,Banana Nanica (Kg),unid,30 kg de verde e 30 kg de madura.,,13864690
127721,2,5,2.5,487,FIXED,Laranja Pera (Kg),unid,,,13864690
127722,3,3,6.59,328,FIXED,Limão Siciliano (Kg),unid,,,13864690
127723,4,36,5.49,9078,FIXED,Maça Fuji Pequena (Kg),unid,,,13864690
127724,5,20,1.56,316,FIXED,Cenoura Graúda (Kg),unid,,,13864690
127725,1,2,6.1,1015,FIXED,Alface Americana Picada (500g),unid,,,13865166
127726,2,1,6.15,263,FIXED,Abóbora Japonesa (Uni),unid,,,13865166
127727,3,6,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13865166
127728,4,5,2.99,274,FIXED,Berinjela (Kg),unid,,,13865166
127729,5,4,4.43,546,FIXED,Tomate Italiano (Kg),unid,,,13865166
127730,6,20,0.96,9083,FIXED,Batata Doce Graúda (Kg),unid,,,13865166
127731,7,1,0.96,273,FIXED,Batata Doce Rosada Média (Kg),unid,,,13865166
127732,8,4,0.96,273,FIXED,Batata Doce Rosada Média (Kg),unid,,,13865166
127733,9,10,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13865166
127734,10,3,9.77,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13865166
127735,1,4,2.64,21,FIXED,Batata Lavada (Kg),unid,,,13865452
127736,2,2,2.96,295,FIXED,Rabanete (500g),unid,,,13865452
127737,3,4,2.8,15,FIXED,Abobrinha Itália pequena(Kg),unid,,,13865452
127738,4,3,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13865452
127739,5,2,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13865452
127740,6,3,3.37,327,FIXED,Abacaxi Pérola (Uni),unid,,,13865452
127741,7,2,9.77,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13865452
127742,8,2,2.15,9038,FIXED,Pepino Comum (Kg),unid,,,13865452
127743,9,6,1.18,232,FIXED,Manga Tommy (Uni),unid,,,13865452
127744,10,5,2.1,322,FIXED,Cebola Média (Kg),unid,,,13865452
127745,11,6,0.96,273,FIXED,Batata Doce Rosada Média (Kg),unid,,,13865452
127746,12,4,2.39,22,FIXED,Beterraba (Kg),unid,,,13865452
127747,13,3,3.88,260,FIXED,Tomate Salada Graúdo (Kg),unid,,,13865452
127748,14,3,2.99,274,FIXED,Berinjela (Kg),unid,,,13865452
127749,15,7,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13865452
127750,16,1,5.18,9085,FIXED,Capim Limão (250g),unid,,,13865452
127751,1,2,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13865476
127752,2,1,1.28,9075,FIXED,Alface lisa  (Uni),unid,nova,,13865476
127753,3,4,2.8,15,FIXED,Abobrinha Itália pequena(Kg),unid,,,13865476
127754,4,2,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13865476
127755,5,4,2.79,299,FIXED,Tomate Molho (Kg),unid,,,13865476
127756,6,3,3.88,260,FIXED,Tomate Salada Graúdo (Kg),unid,,,13865476
127757,7,10,2.5,487,FIXED,Laranja Pera (Kg),unid,,,13865476
127758,8,3,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13865476
127759,9,7,2.4,302,FIXED,Batata Asterix (Kg),unid,,,13865476
127760,10,6,2.64,21,FIXED,Batata Lavada (Kg),unid,,,13865476
127761,11,5,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13865476
127762,12,5,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13865476
127763,13,1,4,223,FIXED,Gengibre (500g),unid,,,13865476
127764,14,3,9.77,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13865476
127765,1,1,3.2,9052,FIXED,Alecrim Maço (250g),unid,,,13865643
127766,2,4,2.99,279,FIXED,Coentro Maço (250g),unid,,,13865643
127767,3,4,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13865643
127768,4,1,3.2,9062,FIXED,Tomilho Fresco (150g),unid,,,13865643
127769,5,3,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13865643
127770,6,3,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13865643
127771,7,4,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13865643
127772,8,4,2.99,274,FIXED,Berinjela (Kg),unid,,,13865643
127773,9,3,2.15,9038,FIXED,Pepino Comum (Kg),unid,,,13865643
127774,10,1,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13865643
127775,11,1,8,486,FIXED,Tomate Grape (Kg),unid,,,13865643
127776,12,4,2.79,299,FIXED,Tomate Molho (Kg),unid,,,13865643
127777,13,6,3.53,323,FIXED,Tomate Salada Médio (Kg),unid,,,13865643
127778,14,4,3.37,327,FIXED,Abacaxi Pérola (Uni),unid,,,13865643
127779,15,1,3.5,310,FIXED,Mamão Formosa (Uni),unid,,,13865643
127780,16,2,1.6,285,FIXED,Mamão Papaya (Uni),unid,,,13865643
127781,17,1,15,34,FIXED,Melancia (Uni),unid,,,13865643
127782,18,1,4.8,303,FIXED,Melão Amarelo (Uni),unid,,,13865643
127783,19,5,2.64,21,FIXED,Batata Lavada (Kg),unid,,,13865643
127784,20,4,2.39,22,FIXED,Beterraba (Kg),unid,,,13865643
127785,21,10,2.1,322,FIXED,Cebola Média (Kg),unid,,,13865643
127786,22,5,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13865643
127787,1,1,3.2,9055,FIXED,Hortelã  Maço (250g),unid,,,13865688
127788,2,1,5,233,FIXED,Salsão (Uni),unid,,,13865688
127789,3,8,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13865688
127790,4,6,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13865688
127791,5,7,2.79,299,FIXED,Tomate Molho (Kg),unid,,,13865688
127792,6,2,3.26,308,FIXED,Abacate Comum (Uni),unid,,,13865688
127793,7,1,3.37,327,FIXED,Abacaxi Pérola (Uni),unid,,,13865688
127794,8,1,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13865688
127795,9,5,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13865688
127796,10,1,6,287,FIXED,Maracujá (Kg),unid,,,13865688
127797,11,5,0.96,9083,FIXED,Batata Doce Graúda (Kg),unid,,,13865688
127798,12,3,2.1,322,FIXED,Cebola Média (Kg),unid,,,13865688
127799,13,5,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13865688
127800,14,2,9.77,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13865688
127801,1,1,2.5,9074,FIXED,Alface Americana (Uni),unid,,,13867274
127802,2,1,2,9075,FIXED,Alface lisa  (Uni),unid,,,13867274
127803,3,1,3.75,246,FIXED,Brócolis Ninja (Uni),unid,,,13867274
127804,4,1,2,9076,FIXED,Escarola (Uni),unid,,,13867274
127805,5,1,2.8,15,FIXED,Abobrinha Itália Pequena (Kg),unid,,,13867274
127806,6,1,3.5,26,FIXED,Chuchu (Kg),unid,,,13867274
127807,7,1,6.77,323,FIXED,Tomate Salada Médio (Kg),unid,,,13867274
127808,8,1,4,308,FIXED,Abacate Comum (Uni),unid,,,13867274
127809,9,1,4.19,327,FIXED,Abacaxi Pérola (Uni),unid,,,13867274
127810,10,1,4.89,271,FIXED,Banana Prata (Kg),unid,,,13867274
127811,11,1,4.6,283,FIXED,Limão Tahiti (Kg),unid,,,13867274
127812,12,1,6,287,FIXED,Maracujá (Kg),unid,,,13867274
127813,13,1,5.99,9060,FIXED,Uva sem semente roxa (500g),unid,,,13867274
127814,14,1,17.5,9053,FIXED,Alho com casca (500g),unid,,,13867274
127815,15,1,1.5,273,FIXED,Batata Doce Rosada Média (Kg),unid,,,13867274
127816,16,1,3.19,21,FIXED,Batata Lavada (Kg),unid,,,13867274
127817,17,1,2.39,22,FIXED,Beterraba (Kg),unid,,,13867274
127818,18,1,2.99,322,FIXED,Cebola Média (Kg),unid,,,13867274
127819,19,1,2,2024,FIXED,Salsinha (250g),unid,,,13867274
127820,20,1,14.19,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13867274
127821,1,2,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13869189
127822,2,5,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13869189
127823,3,1,8,486,FIXED,Tomate Grape (Kg),unid,,,13869189
127824,4,3,3.53,323,FIXED,Tomate Salada Médio (Kg),unid,,,13869189
127825,5,6,2.5,487,FIXED,Laranja Pera (Kg),unid,,,13869189
127826,6,1,6.59,328,FIXED,Limão Siciliano (Kg),unid,,,13869189
127827,7,1,17.5,9053,FIXED,Alho com Casca (500g),unid,,,13869189
127828,8,3,2.64,21,FIXED,Batata Lavada (Kg),unid,,,13869189
127829,9,3,2.1,322,FIXED,Cebola Média (Kg),unid,,,13869189
127830,1,2,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13869194
127831,2,2,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13869194
127832,3,12,2.99,274,FIXED,Berinjela (Kg),unid,,,13869194
127833,4,20,2.79,299,FIXED,Tomate Molho (Kg),unid,,,13869194
127834,5,20,2.99,276,FIXED,Cebola Graúda (Kg),unid,,,13869194
127835,6,3,1.6,541,FIXED,Cebola para Conserva (Kg),unid,,,13869194
127866,1,1,2.5,1010,FIXED,Couve Fatiada (250g),unid,,,13870946
127867,2,1,2.5,487,FIXED,Laranja Pera (Kg),unid,,,13870946
127868,3,1,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13870946
127869,4,1,3.65,288,FIXED,Morango (Bdj),unid,,,13870946
127870,5,2,9.77,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13870946
127874,1,1,2.99,215,FIXED,Manjericão (150g),unid,,,13870979
127875,2,2,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13870979
127876,3,4,3.88,260,FIXED,Tomate Salada Graúdo (Kg),unid,,,13870979
127877,4,5,2.4,302,FIXED,Batata Asterix (Kg),unid,,,13870979
127929,1,1,4.68,2002,FIXED,Alface Americana Higienizada (180g),unid,,,13873009
127930,2,1,3.51,9033,FIXED,Kit yakisoba (310 g),unid,,,13873009
127931,3,1,2.8,15,FIXED,Abobrinha Itália Pequena (Kg),unid,,,13873009
127932,4,1,2.99,274,FIXED,Berinjela (Kg),unid,,,13873009
127933,5,1,6.77,323,FIXED,Tomate Salada Médio (Kg),unid,,,13873009
127934,6,3,4,308,FIXED,Abacate Comum (Uni),unid,,,13873009
127935,7,1,4.89,271,FIXED,Banana Prata (Kg),unid,,,13873009
